Asset Id,DOI,Title,Asset Type,Asset Published Year,wendy's note
9924320786101921,,First measurement of the cross section for top quark pair production with additional charm jets using dileptonic final states in pp collisions at √s=13TeV,Journal article,2021,
9924324784301921,,Constraints on the initial state of PbPb collisions via measurements of Z boson yields and azimuthal anisotropy at √sNN= 5.02 TeV,Journal article,2021,
9924347886101921,,An Arretine Pottery Fragment with Potter’s Stamp Recovered from Vescovado di Murlo (Provincia di Siena),Journal article,2021,
9923906570001921,,Family History Curriculum.,Journal article,2020,
9923970133701921,,Patterns of somatic structural variation in human cancer genomes,Journal article,2020,
9924014261501921,,Responding to the Legal Needs of Parents with Psychiatric Disabilities: Insights from Parent Interviews,Journal article,2020,
9924014401801921,,The Americans with Disabilities Act and Termination of Parental Rights Cases: An Examination of Appellate Decisions Involving Disabled Mothers,Journal article,2020,
9924027285101921,,“A Remote Right to Entry”: Defining Boundaries in the Early Years of the Jewish Quarterly Review,Journal article,2020,
9924028422601921,,The adaption and fusion of Near Eastern treaty and law in legal narrative of the Hebrew Bible,Journal article,2020,
9924032282301921,,TOP 10 IT ISSUES 2020: The Drive to Digital Transformation Begins,Journal article,2020,
9924050513601921,,"B ījāni, Retas and Zēr Napšāti: The ""Seeds of Creatures"" in the Indic Flood Myth",Journal article,2020,
9924050696001921,,"Sowing the Seeds of Uncertainty: The Transmutation of the Mesopotamian Flood Myth in India, Iran, and the Classical World",Journal article,2020,
9924055487301921,,"Area D-West: The 2005, 2008, 2009, and 2011 seasons",Journal article,2020,
9924066198501921,,The URX oxygen-sensing neurons in C. elegan s are ciliated,Journal article,2020,
9924081024701921,,THE PLAGUE OF EXCESSIVE FORCE: Working Together to Find a Cure,Journal article,2020,
9924081025601921,,Policing's Information Problem,Journal article,2020,
9924081025701921,,The evolving role of geoscientists,Journal article,2020,
9924082986001921,,Terminating the parental rights of mothers with disabilities: An empirical legal analysis.,Journal article,2020,
9924086126301921,,Learnable Subspace Clustering,Journal article,2020,
9924086234901921,,"NOTRE-DAME DE PARIS, BY GÉRARD DE NERVAL (1808–1855)",Journal article,2020,
9924086392101921,,Stellar mass as a galaxy cluster mass proxy: application to the Dark Energy Survey redMaPPer clusters,Journal article,2020,
9924086411001921,,"Permeable, and: When One Known to You Dies, the Rearranging of Space and Time Begins",Journal article,2020,
9924086416501921,,Buffer Pool Aware Query Scheduling via Deep Reinforcement Learning,Journal article,2020,
9924086430201921,,Risk of cognitive declines with retirement: Who declines and why?,Journal article,2020,
9924086521901921,,The environment of Lyman break analogues (ELBA) survey: star-forming galaxies in small groups,Journal article,2020,
9924086538801921,,A Deep Learning Approach for COVID-19 Trend Prediction,Journal article,2020,
9924086617201921,,Education for professional chaplaincy in the US: mapping current practice in Clinical Pastoral Education (CPE),Journal article,2020,
9924086619601921,,Isotopy and equivalence of knots in 3-manifolds,Journal article,2020,
9924086629201921,,AEDGE: Atomic Experiment for Dark Matter and Gravity Exploration in Space,Journal article,2020,
9924086644601921,,Neurosymbolic AI for Situated Language Understanding,Journal article,2020,
9924086649601921,,Measurement of the gamma ray background in the Davis cavern at the Sanford Underground Research Facility,Journal article,2020,
9924086657901921,,Predicting Employment Notice Period with Machine Learning: Promises and Limitations,Journal article,2020,
9924086672901921,,Situated Meaning in Multimodal Dialogue: Human-Robot and Human-Computer Interactions,Journal article,2020,
9924086684701921,,"How Bigger Was Born Anew: Adaptation, Refiguration, and Double Consciousness in Nambi E. Kelley's Native Son",Journal article,2020,
9924086769501921,,Projected WIMP sensitivity of the LUX-ZEPLIN dark matter experiment,Journal article,2020,
9924086866501921,,Transformer-GCRF: Recovering Chinese Dropped Pronouns with General Conditional Random Fields,Journal article,2020,
9924086873701921,,Academic Precarity and the COVID-19 Pandemic: Utopian Hope in a Moment of Crisis,Journal article,2020,
9924086883201921,,Situated Multimodal Control of a Mobile Robot: Navigation through a Virtual Environment,Journal article,2020,
9924093902701921,,"Homeplace: A Site of Resistance, Revisited",Journal article,2020,
9924103485201921,,Xochicalco en Mexico-Tenochtitlan: apropiaciones gráficas en la tradición escrita tardía de la Cuenca de México,Journal article,2020,
9924103499701921,,The Complicated Science of a Medically Assisted Death,Journal article,2020,
9924103499901921,,How Our Assisted Dying Laws Work Against Some People Who Suffer the Most,Journal article,2020,
9924103500101921,,"COVID-19 Won't Let Us Forget Our Maddening, Precious Mortality",Journal article,2020,
9924103573901921,,"The American Catholic Press: Religious NEP, Repression, and Laicization (1925-1939)",Journal article,2020,
9924103584401921,,Yi shige ding kongjian: Hexian zongdu Mo Cong (Mo Tianci) ‘Hexian shiyong’ kao 以诗歌定空间: 河仙总督莫琮 (莫天赐) '河仙十咏考',Journal article,2020,
9924111009901921,,Corona und die Wahlen im Iran : die wichtigsten Diskussionen fanden in den sozialen Medien statt,Journal article,2020,
9924112013101921,,Three Flash Essays on the Border,Journal article,2020,
9924115788701921,,"Comprehensive analysis of chromothripsis in 2,658 human cancers using whole-genome sequencing",Journal article,2020,
9924117662301921,,Le texte ougaritique RS 16.266 : vue d'ensemble,Journal article,2020,
9924117667601921,,THE CONTRIBUTIONS OF THE CENTER FOR RETIREMENT RESEARCH AT BOSTON COLLEGE: 2008–2017,Journal article,2020,
9924129524801921,,Building Consensus through Community Building,Journal article,2020,
9924141121201921,,On the Linguistic Borderlands (in Hebrew),Journal article,2020,
9924146066801921,,旅行书写于社会主义想象: 以郭沫若的苏联纪行为中心,Journal article,2020,
9924147055301921,,Corporal Punishment and Child Aggression: Ethnic-Level Family Cohesion as a Moderator,Journal article,2020,
9924150769801921,,A figurine with a possible Early Aramaic inscripition: Madadh Richey,Journal article,2020,
9924160185201921,,Planetary justice: Prioritizing the poor in earth system governance,Journal article,2020,
9924209583101921,,Revolution and Religion: The Confessional Policy of the Provisional Government,Journal article,2020,
9924267187401921,,"When One Known to You Dies, the Rearranging of Space and Time Begins",Journal article,2020,
9924267187501921,,Permeable,Journal article,2020,
9924275187501921,,Ugaritic Monsters I: The 'atuku 'Bound One' and Its Sumerian Parallels,Journal article,2020,
9924385081501921,,"'Making' civics, designing inquiry: Mobilizing civic educationthrough integrative learning in pre-kindergarten'",Journal article,2020,
9924388487701921,,"מבקר הספרות העברית כמבקר ספרות אירופי/ת בעקבות ""הספרות העברית כספרות אירופית"" למנחם ברינקר",Journal article,2020,
9924458664601921,,Anti-caste aesthetics and Dalit interventions in Indian cinema,Journal article,2020,
9923906572401921,,When the Wolves of Hate are Loosed,Journal article,2019,
9923972811501921,,Growth Mode Selection of Radially Growing Turing Patterns,Journal article,2019,
9923972896301921,,Hyaluronic acid modified doxorubicin loaded Fe 3 O 4 nanoparticles effectively inhibit breast cancer metastasis,Journal article,2019,
9923973083401921,,Experimental evidence for abiotic formation of low-temperature proto-dolomite facilitated by clay minerals,Journal article,2019,
9923994575201921,,Atomic electrostatic maps of 1D channels in 2D semiconductors using 4D scanning transmission electron microscopy,Journal article,2019,
9924011605201921,,Accurate Frequency Domain Identification of ODEs with Arbitrary Signals,Journal article,2019,
9924027224101921,,"Statement by the Co-Editors on the Recent Special Issue of Israel Studies (24.2, Summer 2019) ""Word Crimes; Reclaiming The Language of the Israeli-Palestinian Conflict""",Journal article,2019,
9924027228901921,,The End of the World That 1948 Made,Journal article,2019,
9924027270301921,,Some observations on the babylon section of Enūma Elis,Journal article,2019,
9924027351101921,,Two Versions of a Šuilla to Gula,Journal article,2019,
9924027375101921,,The 1946 exchange between Rav Tzair (Chaim Tchernowitz) and Rav Binyamin (Yehoshua Radler-Feldman) on bi-nationalism and the creation of a Jewish state,Journal article,2019,
9924027385401921,,"Courage, betrayal, and the Roman state: persons enslaved to Christians in the persecution at Lyons (177 CE)",Journal article,2019,
9924028613401921,,Using a Robust and Sensitive GFP-Based cGMP Sensor for Real-Time Imaging in Intact Caenorhabditis elegans,Journal article,2019,
9924035763801921,,Cost savings from a navigator intervention for repeat detoxification clients,Journal article,2019,
9924038359501921,,Patient and clinician experiences with telehealth for patient follow-up care,Journal article,2019,
9924050513701921,,"Courage, betrayal, and the Roman state: persons enslaved to Christians in the persecution at Lyons (177 CE)",Journal article,2019,
9924055377001921,,"Courage, betrayal, and the Roman state: persons enslaved to Christians in the persecution at Lyons (177 CE)",Journal article,2019,
9924085821401921,,"The Methodology of ""Varieties of Democracy"" (V-Dem)",Journal article,2019,
9924085952101921,,Impact of precisely-timed inhibition of gustatory cortex on taste behavior depends on single-trial ensemble dynamics,Journal article,2019,
9924085996701921,,A DECam Search for Explosive Optical Transients Associated with IceCube Neutrino Alerts,Journal article,2019,
9924086285401921,,Save Your Strokes: Chinese Handwriting Practice Makes for Ineffective Use of Instructional Time in Second Language Classrooms,Journal article,2019,
9924086301401921,,Unified bijections for planar hypermaps with general cycle-length constraints,Journal article,2019,
9924086303601921,,Astro2020 APC White Paper: The MegaMapper: a z > 2 spectroscopic instrument for the study of Inflation and Dark Energy,Journal article,2019,
9924086387601921,,Locating Consciousness: Why Experience Can't Be Objectified,Journal article,2019,
9924086396101921,,Visions of Medieval Trans Feminism: An Introduction,Journal article,2019,
9924086400101921,,Infant Mortality Prediction using Birth Certificate Data,Journal article,2019,
9924086401201921,,Situational Grounding within Multimodal Simulations,Journal article,2019,
9924086402401921,,Multi-Messenger Astronomy with Extremely Large Telescopes,Journal article,2019,
9924086404401921,,Analysis of Risk Factor Domains in Psychosis Patient Health Records,Journal article,2019,
9924086407401921,,The common scribal school culture of Deuteronomy and the Covenant code,Journal article,2019,
9924086410301921,,Estimating the burden of dengue and the impact of release of wMel Wolbachia-infected mosquitoes in Indonesia: a modelling study,Journal article,2019,
9924086415201921,,Re-enterant efficiency of phototaxis in Chlamydomonas reinhardtii cells,Journal article,2019,
9924086421801921,,Caring for Alzheimer's Disease Caregivers: A Qualitative Study Investigating Opportunities for Exergame Innovation,Journal article,2019,
9924086494501921,,All twist and no bend makes raft edges splay: Spontaneous curvature of domain edges in colloidal membranes,Journal article,2019,
9924086520001921,,Flexible Operator Embeddings via Deep Learning,Journal article,2019,
9924086520801921,,Lectures on entanglement entropy in field theory and holography,Journal article,2019,
9924086547501921,,Multimodal Continuation-style Architectures for Human-Robot Interaction,Journal article,2019,
9924086551501921,,A Search for Optical Emission from Binary Black Hole Merger GW170814 with the Dark Energy Camera,Journal article,2019,
9924086580701921,,Gender and Jewish law,Journal article,2019,
9924086583101921,,"Structure, dynamics and phase behavior of short rod inclusions dissolved in a colloidal membrane",Journal article,2019,
9924086607201921,,First Walk on Sea Ice; The Fossil Whale; Turnaround Day; The Blinds Must Be Closed by Dusk,Journal article,2019,
9924086608201921,,The 2018 Swedish Election Campaign on Twitter,Journal article,2019,
9924086614001921,,Loyalty versus Fidelity: A Study in Moral Pluralism,Journal article,2019,
9924086648801921,,Hitler at the Garden,Journal article,2019,
9924086652701921,,Recovering Dropped Pronouns in Chinese Conversations via Modeling Their Referents,Journal article,2019,
9924086663001921,,Statistical properties of a tangentially driven active filament,Journal article,2019,
9924086685701921,,Length-dependent disassembly maintains four different flagellar lengths in Giardia,Journal article,2019,
9924086685801921,,Gravity and Light: Combining Gravitational Wave and Electromagnetic Observations in the 2020s,Journal article,2019,
9924086756301921,,Rational approximation on quadrics: a simplex lemma and its consequences,Journal article,2019,
9924086779301921,,Resolution quiver and cyclic homology criteria for Nakayama algebras,Journal article,2019,
9924102802101921,,"Marmato, Colombia, August 2016",Journal article,2019,
9924103462601921,,Pour Some Pepper on Me: the King of Spices in Greece and Rome,Journal article,2019,
9924103472901921,,The Concept of the Wheel in Ancient Mesoamerica,Journal article,2019,
9924103489201921,,Polyontologism: When &quot;Syncretism&quot; Does Not Suffice,Journal article,2019,
9924103495901921,,"Aging, Ambivalent Modernities, and the Pursuit of Value in India",Journal article,2019,
9924103502101921,,"Remote Sensing and Reconnaissance along the Lacantún River: The Lakamtuun Dynasty and the Sites of El Palma and Benemérito de las Américas, Primera Sección",Journal article,2019,
9924103502201921,,"Yaxchilan from the Perspective of Guatemala: New Data on Settlement, Fortifications, and Sculptural Monuments",Journal article,2019,
9924103572301921,,Prelude to Revolution in the Church,Journal article,2019,
9924103584201921,,"Review of Global History and New Polycentric Approaches: Europe, Asia and the Americas in a World Network System",Journal article,2019,
9924103601701921,,The Ever-Expanding Field of Genetic Counseling: Information for Pre-Health Advisors,Journal article,2019,
9924103604201921,,When scores do not increase: Notes on quantitative approaches to writing assessment,Journal article,2019,
9924103686601921,,Unified Harvard Art Museums Launch with Restored Rothkos,Journal article,2019,
9924111015501921,,How to Disrupt the Link Between Crime and Extremism,Journal article,2019,
9924111115901921,,"Process, Practice, and Presence: Looking Back with Tory Fair",Journal article,2019,
9924111616801921,,Воцерковление русской истории: Православие в Первой мировой войне и революции,Journal article,2019,
9924111808801921,,Opportunities and Risks on the Path Forward for System Dynamics,Journal article,2019,
9924111809001921,,Announcement of the 2018 Applications Award,Journal article,2019,
9924111815301921,,Why It Was So Hard to Say #MeToo and What I Learned When I Finally Did,Journal article,2019,
9924115090401921,,What the Biggest Business Deals of 2019 Tell Us About the Next Decade,Journal article,2019,
9924115487901921,,"Huguenots ou Barbares… ces adversaires sont les mêmes: Charles Maurras, André Gide, et l’esthétique comme résistance à la race",Journal article,2019,
9924115488101921,,“Like a weed on the compost of catholicity….”: Jean-Paul Sartre’s Self-Division and France’s Religious Divide,Journal article,2019,
9924117662501921,,A new type of Yehud stamp impression: Yhwd / Gdlyh,Journal article,2019,
9924117662701921,,Two private Babylonian period stamp impressions from Ramat Rahel,Journal article,2019,
9924117853901921,,"Responses to the Special Issue on Weak Theory, Part I: David Sherman: Chaplin Boxing",Journal article,2019,
9924128821001921,,Elizabeth Bradfield (Interview),Journal article,2019,
9924129524701921,,"Shut the concentration camps down: It’s a shameful, dangerous moment in US history",Journal article,2019,
9924131509901921,,Integrative Democracy: Mary Parker Follett’s Integration and Deliberative Democracy,Journal article,2019,
9924131522101921,,A Path to Shared Prosperity: INSIGHTS FROM ESOPS REVEAL THE POTENTIAL OF EMPLOYEE OWNERSHIP,Journal article,2019,
9924131522201921,,Building the Assets of Low and Moderate Income Workers and their Families,Journal article,2019,
9924143020001921,,A Hegelian Reading of Derrida’s The Beast and the Sovereign Vol. I to Philosophically Expound Ambedkar’s Critique of Caste in his 1932 “Statement on Gandhji’s Fast,Journal article,2019,
9924143022301921,,Evaluating Empowerment Economics: A Preliminary Framework for Assessing Innovations in Financial Capability,Journal article,2019,
9924143994601921,,Négociation responsable : la grande joie de persévérer dans son être avec autrui,Journal article,2019,
9924161283201921,,Samir Naqqash and His Polyglotic Literature in the Age of National Partition,Journal article,2019,
9924161283501921,,Partitions and Translations: Arab Jewish Translational Models in Fin de Siecle Palestine,Journal article,2019,
9924211177401921,,The benefits of bringing your whole identity to work,Journal article,2019,
9924230184501921,,Building a Fluent Assistive Technology Testing Pool to Improve Campus Digital Accessibility (Practice Brief),Journal article,2019,
9923906277801921,,Workers Shouldn’t Have to Sign Away their Rights to Class Action Lawsuit,Journal article,2018,
9923906558001921,,Inequality and the Fissured Workplace,Journal article,2018,
9923906561801921,,The Future of the Pittsburgh Synagogue Massacre,Journal article,2018,
9923906561901921,,The Forgetting of Cora Wilburn,Journal article,2018,
9923906567901921,,Hayu Devarim Me'olam,Journal article,2018,
9923970140101921,,"Microtubule-based active fluids with improved lifetime, temporal stability and miscibility with passive soft materials",Journal article,2018,
9923972814501921,,Research progress in metabolism of hazardous exogenous chemicals in lung and their toxic action,Journal article,2018,
9923973087201921,,High-performance Si-Mn/C composite anodes with integrating inactive Mn^sub 4^Si^sub 7^ alloy for lithium-ion batteries,Journal article,2018,
9923979685101921,,Scaling behavior in steady-state contractile actomyosin network flow,Journal article,2018,
9923988238501921,,Structural Basis for Superoxide Activation of Flavobacterium Johnsoniae Class I Ribonucleotide Reductase and for Radical Initiation by its Diamangenese Cofactor,Journal article,2018,
9924027300701921,,Introduction: Special Issue: Israel at 70; Vision &amp; Reality,Journal article,2018,
9924028398601921,,Yehuda Mirsky Remembers Manhattan's Hasidic 1960s Upper West Side,Journal article,2018,
9924028417801921,,Rav Kook's Pre-Zionist Spiritual Diary,Journal article,2018,
9924028494401921,,"Like father, like son: theorizing transmission in biblical literature",Journal article,2018,
9924036497001921,,Tel Gador: final report / Ofra Barkai and Alexandra Ratzlaff,Journal article,2018,
9924036614501921,,Trade with Developing Countries in a Global Value Chain World,Journal article,2018,
9924036739501921,,Prospects for Economic Integration in Levant/ Levant'ta Ekonomik Butunlesme Beklentileri,Journal article,2018,
9924036742601921,,Prospects of economic integration in the Levant,Journal article,2018,
9924037260501921,,How to Compete Against the New Breed of National Champions,Journal article,2018,
9924085722501921,,Product Market Characteristics and the Choice between IPOs and Acquisitions,Journal article,2018,
9924085828001921,,Digital Fabrication and the Future of Work,Journal article,2018,
9924086127901921,,Do Reasons Expire? An Essay on Grief,Journal article,2018,
9924086129701921,,Protesting Women: A Literary Analysis of Bavli Adjudicatory Narratives,Journal article,2018,
9924086293901921,,Dopamine Synthesis Capacity is Associated with D2/3 Receptor Binding but Not Dopamine Release,Journal article,2018,
9924086406701921,,The Center Cannot Hold:  Freedom and Self-Conception in Notes from Underground,Journal article,2018,
9924086409501921,,Percolation on triangulations: a bijective path to Liouville quantum gravity,Journal article,2018,
9924086418601921,,Spontaneous eye blink rate and dopamine synthesis capacity: preliminary evidence for an absence of positive correlation,Journal article,2018,
9924086433301921,,Towards a Hands-Free Query Optimizer through Deep Learning,Journal article,2018,
9924086434401921,,Coevolutionary Neural Population Models,Journal article,2018,
9924086436801921,,The Dark Energy Survey: Data Release 1,Journal article,2018,
9924086506101921,,Selected modern methods and tools for public participation in urban planning - A review,Journal article,2018,
9924086507501921,,De Novo Glycan Sequencing by Electronic Excitation Disassociation and Fixed-Charge Derivatization,Journal article,2018,
9924086524401921,,Jacobian rings for homogenous vector bundles and applications,Journal article,2018,
9924086533901921,,Projected WIMP sensitivity of the LUX-ZEPLIN (LZ) dark matter experiment,Journal article,2018,
9924086539601921,,Retirement and Depressive Symptoms: A 10-Year Cross-Lagged Analysis,Journal article,2018,
9924086550901921,,Change in cognitive performance from midlife into old age: Findings from the midlife in the United States (MIDUS) study,Journal article,2018,
9924086558601921,,Autumn,Journal article,2018,
9924086572101921,,Dilatation of outer automorphisms of Right-angled Artin Groups,Journal article,2018,
9924086573501921,,Dark Energy Survey Year 1 results: weak lensing mass calibration of redMaPPer galaxy clusters,Journal article,2018,
9924086592101921,,Combining Deep Learning and Qualitative Spatial Reasoning to Learn Complex Structures from Sparse Examples with Noise,Journal article,2018,
9924086594701921,,Conditional cash transfers for primary education : which children are left out?,Journal article,2018,
9924086595601921,,The Banality of the Eichmann Trial,Journal article,2018,
9924086631001921,,Translating Spirituality: Universalism and Particularism in the Diffusion of Spiritual Care from the United States to Israel,Journal article,2018,
9924086635301921,,"Ecostoicism, or Notes on Franzen",Journal article,2018,
9924086643801921,,Nanoparticles Binding to Lipid Membranes: from Vesicle-Based Gels to Vesicle Inversion and Destruction,Journal article,2018,
9924086651701921,,Quantum entanglement and the geometry of spacetime,Journal article,2018,
9924086652101921,,Increased Striatal Dopamine Synthesis Capacity in Gambling Addiction,Journal article,2018,
9924086683101921,,Loneliness and Depressive Symptoms: The Moderating Role of the Transition Into Retirement.,Journal article,2018,
9924086737001921,,Structured Interpretation of Temporal Relations,Journal article,2018,
9924086738101921,,About Face: Helping Leaders Avoid Prejudgment,Journal article,2018,
9924086866701921,,Gradient Descent for One-Hidden-Layer Neural Networks: Polynomial Convergence and SQ Lower Bounds,Journal article,2018,
9924094301701921,,Fabricating Intimacies: Artificial Silk and Frock Ladies in the Interwar Moment,Journal article,2018,
9924100398501921,,Por una Cámara Animista: Mifesto sobre la Simbiosis en el Cine Documental Sensorial y Afectivo,Journal article,2018,
9924100398601921,,Collaborations: Envisioning an Engaged Multimodal Future for Anthropology,Journal article,2018,
9924102801901921,,"Mining and the Defense of Afro-Colombian Territory: The Community of Yolombó, Colombia",Journal article,2018,
9924102895801921,,Unpacking Dispositions in Teacher Leadership,Journal article,2018,
9924102896301921,,The Best Laid Plans: Samson Benderly and Supplementary Jewish Education,Journal article,2018,
9924102902801921,,Leadership Fast and Slow,Journal article,2018,
9924103197001921,,Scaling Success in Jewish Education,Journal article,2018,
9924103453301921,,Explaining the Puzzle of Democratic Divergence: Theory Confronts Experience in Tunisia and Egypt,Journal article,2018,
9924103463401921,,Boudica the warrior queen,Journal article,2018,
9924103484901921,,El Nagual de la Serpiente de Fuego y el Juego de Pelota,Journal article,2018,
9924103485001921,,El Concepto de la Rueda en Mesoamérica,Journal article,2018,
9924103501701921,,"Beyond Inventory and Mapping: LIDAR, Landscape, and Digital Landscape Architecture",Journal article,2018,
9924103588401921,,The Common Exceptionality and the Exceptional Commonality of Black Thought,Journal article,2018,
9924103603301921,,Writing Assessment Validity: Adapting Kane's Argument-Based Validation Approach to the Assessment of Writing in the Post-Process Era,Journal article,2018,
9924110915701921,,Revolution and Arab Existentialism in the Era of Decolonization: An interview with Yoav Di-Capua,Journal article,2018,
9924111011001921,,North Korea Verification: Good Enough for Government Work?,Journal article,2018,
9924111015101921,,Why Jihadist Attacks have declined in Europe-And Why Europe Shouldn’t get Comfortable Yet,Journal article,2018,
9924111015201921,,Tweeting the Jihad,Journal article,2018,
9924111616701921,,"The ""Long"" Church Council of 1917-1918: Institutional Crisis, Intellectual Capital",Journal article,2018,
9924111815201921,,From the December Dilemma to the December Delights,Journal article,2018,
9924115090201921,,Who Killed the GE Model?,Journal article,2018,
9924117667501921,,Will the Financial Fragility of the Elderly Increase?,Journal article,2018,
9924127225001921,,"Parents With and Without Disabilities: Demographics, Material Hardship, and Program Participation",Journal article,2018,
9924128025001921,,How to Do Things with Things: Materiality in Theory,Journal article,2018,
9924131322801921,,"On Another Ship, Elsewhere, in the Past; Neko Redux",Journal article,2018,
9924131520201921,,Comparison of the Overlap between Juvenile Justice Case Processing and Behavioral Health Screening and Referral to Services,Journal article,2018,
9924143019401921,,"The Critique of the American Ideology: Ending Gun Violence, the Death Penalty, and the Global War Machine",Journal article,2018,
9924143024601921,,"""Land Was One of the Greatest Gifts"": Women's Landownership in Dakota Indian, Immigrant Scandinavian, and African American Communities",Journal article,2018,
9924144011601921,,"Data Sharing and Citations:: New Author Guidelines Promoting Open and FAIR Data in the Earth, Space, and Environmental Sciences",Journal article,2018,
9924144102601921,,孔夫子与“人民: 郭沫若和革命儒家的浮沉,Journal article,2018,
9924144102701921,,新诗深入内陆: 纪念穆旦诞辰百周年，兼谈“中国性,Journal article,2018,
9924146067601921,,五月风暴”的几个侧面,Journal article,2018,
9924206986201921,,Enhancing Citizens Capability to Compete Globally: Rwanda’s Formal Language and Education Policy and Its Implications for Development,Journal article,2018,
9924206986601921,,The impact of mining on farming as a livelihood strategy and its implications for poverty reduction and household well-being in Ghana,Journal article,2018,
9924230483801921,,The Politics of Philanthropy,Journal article,2018,
9924276179001921,,"Parents With and Without Disabilities: Demographics, Material Hardship, and Program Participation",Journal article,2018,
9924331684901921,,Accountability and Ownership in Brazil’s Development Cooperation:  The Case of ProSavana in Mozambique,Journal article,2018,